Grid,xgrid,ygrid,T1_dS2S,T1_dS2S_Uncertainty,T1_Phi,T1_Phi_Uncertainty
2942,139.012333,36.5956228,-0.3674,0.5967,51.15,28.62
2943,139.053998,36.5956228,-0.3678,0.5795,49.5,28.59
2944,139.095663,36.5956228,-0.3684,0.5692,49.88,28.66
2945,139.137328,36.5956228,-0.4071,0.5764,49.1,29.42
2946,139.178993,36.5956228,-0.4262,0.564,51.12,28.96
2947,139.220658,36.5956228,-0.4315,0.5239,51.22,28.84
2948,139.262323,36.5956228,-0.4395,0.524,49.67,27.95
2949,139.303988,36.5956228,-0.4466,0.5544,51.01,28.97
2950,139.345653,36.5956228,-0.4168,0.5661,51.77,29.03
2951,139.387318,36.5956228,-0.3807,0.5586,49.14,28.88
2952,139.428983,36.5956228,-0.3695,0.5399,51.14,28.49
2953,139.470648,36.5956228,-0.3867,0.5466,49.68,28.53
2954,139.512313,36.5956228,-0.3841,0.5266,50.87,28.67
2955,139.553978,36.5956228,-0.4094,0.5008,49.85,28.53
2956,139.595643,36.5956228,-0.4333,0.4619,50.3,29.41
2957,139.637308,36.5956228,-0.3052,0.5093,49.26,28.95
2958,139.678973,36.5956228,-0.1323,0.5155,49.71,27.96
2959,139.720638,36.5956228,0.001008,0.5209,48.63,28.75
2960,139.762303,36.5956228,0.0932,0.5142,49.94,29.08
2961,139.803968,36.5956228,0.1599,0.5058,49.77,28.24
2962,139.845633,36.5956228,0.2463,0.467,49.84,28.82
2963,139.887298,36.5956228,0.3017,0.4877,51.04,29.25
2964,139.928963,36.5956228,0.3584,0.5009,48.84,28.37
2965,139.970628,36.5956228,0.4499,0.5161,50.78,29.23
2966,140.012293,36.5956228,0.5028,0.5083,49.27,28.79
2967,140.053958,36.5956228,0.5843,0.4899,49.45,29.01
2968,140.095623,36.5956228,0.6236,0.4563,50.28,28.54
2969,140.137288,36.5956228,0.4487,0.4773,50.76,28.69
2970,140.178953,36.5956228,0.2683,0.5005,52.48,28.67
2971,140.220618,36.5956228,0.1316,0.5062,51.47,29.09
2972,140.262283,36.5956228,-0.04075,0.4898,51.64,28.54
2973,140.303948,36.5956228,-0.1714,0.4713,50.04,28.44
2974,140.345613,36.5956228,-0.166,0.494,48.21,30.03
2975,140.387278,36.5956228,-0.1498,0.4689,48.81,28.68
2976,140.428943,36.5956228,-0.2032,0.5025,50.12,28.85
2977,140.470608,36.5956228,-0.2331,0.5307,48.01,28.01
2978,140.512273,36.5956228,-0.2799,0.5244,50.38,29.66
2979,140.553938,36.5956228,-0.3111,0.5037,50.68,28.89
2980,140.595603,36.5956228,-0.3025,0.5611,49.3,28.97
2981,140.637268,36.5956228,-0.2516,0.5662,48.7,29.1
2982,140.678933,36.5956228,-0.184,0.5796,50.69,29.35
2983,140.720598,36.5956228,-0.1315,0.5845,49.92,28.92
2984,140.762263,36.5956228,-0.05311,0.6125,49.98,28.34
2985,140.803928,36.5956228,-0.02915,0.6109,49.55,28.56
2986,140.845593,36.5956228,0.01131,0.6109,49.54,28.69
2987,140.887258,36.5956228,0.02379,0.648,51.01,29.29
2988,140.928923,36.5956228,0.0778,0.6845,50.03,29.18
2989,140.970588,36.5956228,0.1064,0.7132,48.08,29.47
2990,141.012253,36.5956228,0.1578,0.7276,49.9,28.56
2991,141.053918,36.5956228,0.1975,0.7416,51.37,29.1
2992,141.095583,36.5956228,0.2114,0.7876,50.98,28.38
2993,138.304028,36.6372878,0.1794,0.8431,51.51,30.25
2994,138.345693,36.6372878,0.2057,0.7506,50.44,29.09
2995,138.387358,36.6372878,0.1925,0.7311,49.33,28.8
2996,138.429023,36.6372878,0.1878,0.6857,50.16,28.72
2997,138.470688,36.6372878,0.1866,0.6507,50.77,29.33
2998,138.512353,36.6372878,0.1218,0.6365,50.84,28.35
2999,138.554018,36.6372878,0.08628,0.6083,50.69,29.86
3000,138.595683,36.6372878,0.03343,0.6006,50.56,29.18
3001,138.637348,36.6372878,-0.06392,0.609,51.31,28.8
3002,138.679013,36.6372878,-0.08004,0.6076,49.95,29.07
3003,138.720678,36.6372878,-0.1211,0.5853,48.66,28.49
3004,138.762343,36.6372878,-0.175,0.5766,50.02,28.98
3005,138.804008,36.6372878,-0.19,0.5637,49.39,28.91
3006,138.845673,36.6372878,-0.2687,0.5367,51.64,28.73
3007,138.887338,36.6372878,-0.3211,0.4807,51.58,28.9
3008,138.929003,36.6372878,-0.3381,0.5198,49.32,28.24
3009,138.970668,36.6372878,-0.3697,0.5225,50.43,28.55
3010,139.012333,36.6372878,-0.3688,0.552,49.47,28.99
3011,139.053998,36.6372878,-0.3768,0.5368,50.14,27.88
3012,139.095663,36.6372878,-0.3797,0.5632,51.54,29.39
3013,139.137328,36.6372878,-0.4225,0.5756,49.83,29.58
3014,139.178993,36.6372878,-0.4745,0.5308,50.24,28.3
3015,139.220658,36.6372878,-0.4825,0.4771,50.25,28.43
3016,139.262323,36.6372878,-0.4516,0.5035,51.99,28.34
3017,139.303988,36.6372878,-0.4279,0.54,51.43,29.1
3018,139.345653,36.6372878,-0.4137,0.5707,49.8,29.6
3019,139.387318,36.6372878,-0.3849,0.5284,50.37,28.95
3020,139.428983,36.6372878,-0.3941,0.5372,50.66,28.71
3021,139.470648,36.6372878,-0.4256,0.5575,49.88,29.04
3022,139.512313,36.6372878,-0.4052,0.5374,50.72,29.19
3023,139.553978,36.6372878,-0.3951,0.5397,48.41,28.3
3024,139.595643,36.6372878,-0.3629,0.5205,49.56,28.41
3025,139.637308,36.6372878,-0.2647,0.506,51.87,29.83
3026,139.678973,36.6372878,-0.1418,0.5173,50.31,29.38
3027,139.720638,36.6372878,-0.04027,0.5138,48.67,28.56
3028,139.762303,36.6372878,0.05819,0.5093,49.76,28.39
3029,139.803968,36.6372878,0.1241,0.5288,49.1,29.67
3030,139.845633,36.6372878,0.2042,0.5256,50.65,27.97
3031,139.887298,36.6372878,0.2562,0.5239,49.84,29.53
3032,139.928963,36.6372878,0.3141,0.4853,49.43,28.88
3033,139.970628,36.6372878,0.4176,0.4506,50.8,29.29
3034,140.012293,36.6372878,0.4214,0.4551,50.21,28.96
3035,140.053958,36.6372878,0.4246,0.4836,49.39,28.94
3036,140.095623,36.6372878,0.425,0.4857,51.3,28.71
3037,140.137288,36.6372878,0.3245,0.4793,50.19,28.97
3038,140.178953,36.6372878,0.1893,0.4926,48.66,28.2
3039,140.220618,36.6372878,0.08629,0.5128,50.11,28.76
3040,140.262283,36.6372878,0.003235,0.5291,48.32,28.99
3041,140.303948,36.6372878,-0.07849,0.5011,51.19,28.35
3042,140.345613,36.6372878,-0.07447,0.4646,50.07,28.35
3043,140.387278,36.6372878,-0.04056,0.03481,0.3869,0.02357
3044,140.428943,36.6372878,-0.2148,0.4657,49.72,28.39
3045,140.470608,36.6372878,-0.2882,0.5018,50.49,28.86
3046,140.512273,36.6372878,-0.387,0.4899,49.84,28.93
3047,140.553938,36.6372878,-0.4649,0.4593,48.93,29.4
3048,140.595603,36.6372878,-0.3908,0.5128,48.3,28.57
3049,140.637268,36.6372878,-0.2983,0.5462,51.99,29.36
3050,140.678933,36.6372878,-0.2065,0.5375,49.71,28.66
3051,140.720598,36.6372878,-0.1444,0.565,48.62,29.31
3052,140.762263,36.6372878,-0.08807,0.5747,51.11,28.84
3053,140.803928,36.6372878,-0.06487,0.5933,49.83,29.43
3054,140.845593,36.6372878,-0.0288,0.6198,50.26,29
3055,140.887258,36.6372878,-0.01762,0.6689,49.38,29.17
3056,140.928923,36.6372878,0.05112,0.6887,48.98,28.89
3057,140.970588,36.6372878,0.1075,0.7069,49.71,29.05
3058,141.012253,36.6372878,0.1548,0.7338,49.5,28.83
3059,141.053918,36.6372878,0.1988,0.7393,50.34,28.53
3060,141.095583,36.6372878,0.2103,0.809,49.5,28.41
3061,138.304028,36.6789528,0.1447,0.8217,49.95,28.67
3062,138.345693,36.6789528,0.1295,0.762,48.42,29.33
3063,138.387358,36.6789528,0.1276,0.7205,49,28.23
3064,138.429023,36.6789528,0.08681,0.6811,49.04,28.94
3065,138.470688,36.6789528,0.1,0.6857,50.03,28.21
3066,138.512353,36.6789528,0.0504,0.6495,51.5,28.49
3067,138.554018,36.6789528,0.02818,0.6232,49.17,28.32
3068,138.595683,36.6789528,-0.03323,0.6071,48.49,28.06
3069,138.637348,36.6789528,-0.1138,0.6247,49.39,28.95
3070,138.679013,36.6789528,-0.1316,0.5975,50.24,29.12
3071,138.720678,36.6789528,-0.1679,0.6045,50.41,29.19
3072,138.762343,36.6789528,-0.1985,0.5881,49.62,29.09
3073,138.804008,36.6789528,-0.2266,0.58,48.42,28.99
3074,138.845673,36.6789528,-0.2782,0.5643,49.78,27.82
3075,138.887338,36.6789528,-0.3043,0.5404,50.25,28.91
3076,138.929003,36.6789528,-0.3463,0.5467,50.12,28.09
3077,138.970668,36.6789528,-0.349,0.5531,51.17,28.74
3078,139.012333,36.6789528,-0.3531,0.539,49.01,29.27
3079,139.053998,36.6789528,-0.3827,0.5455,51.59,28.94
3080,139.095663,36.6789528,-0.3829,0.5643,48.6,28.99
3081,139.137328,36.6789528,-0.4327,0.5614,50.39,28.21
3082,139.178993,36.6789528,-0.5168,0.484,51.66,29.63
3083,139.220658,36.6789528,-0.6514,0.04792,0.4618,0.03419
3084,139.262323,36.6789528,-0.5043,0.463,51.62,29.17
3085,139.303988,36.6789528,-0.4521,0.5113,49.95,28.89
3086,139.345653,36.6789528,-0.4206,0.5715,51.13,29.09
3087,139.387318,36.6789528,-0.42,0.5503,47.19,28.79
3088,139.428983,36.6789528,-0.4206,0.5725,49.1,28.83
3089,139.470648,36.6789528,-0.4272,0.5644,49.99,28.92
3090,139.512313,36.6789528,-0.4285,0.5831,49.59,29.12
3091,139.553978,36.6789528,-0.4057,0.5758,50.62,27.97
3092,139.595643,36.6789528,-0.34,0.5217,50.66,28.83
3093,139.637308,36.6789528,-0.2313,0.5127,48.97,28.62
3094,139.678973,36.6789528,-0.1499,0.5248,51.03,28.66
3095,139.720638,36.6789528,-0.07802,0.5027,51.09,28.58
3096,139.762303,36.6789528,0.04324,0.4498,52.75,28.97
3097,139.803968,36.6789528,0.0871,0.5111,51.27,29.19
3098,139.845633,36.6789528,0.1551,0.505,49.89,28.69
3099,139.887298,36.6789528,0.2319,0.5154,50.47,28.49
3100,139.928963,36.6789528,0.3106,0.4787,49.16,28.81
3101,139.970628,36.6789528,0.5091,0.0448,0.3283,0.03167
3102,140.012293,36.6789528,0.3738,0.4556,49.88,28.76
3103,140.053958,36.6789528,0.3153,0.5251,50.58,28.58
3104,140.095623,36.6789528,0.2956,0.4987,50.89,28.73
3105,140.137288,36.6789528,0.2117,0.4835,49.76,28.73
3106,140.178953,36.6789528,0.1184,0.4617,50.22,29.11
3107,140.220618,36.6789528,0.06448,0.515,50.66,29.41
3108,140.262283,36.6789528,-0.01127,0.5403,52,28.46
3109,140.303948,36.6789528,-0.08037,0.5456,48.61,28.91
3110,140.345613,36.6789528,-0.1176,0.5197,51.31,29.2
3111,140.387278,36.6789528,-0.1663,0.4669,49.05,28.28
3112,140.428943,36.6789528,-0.2638,0.4947,50.08,28.96
3113,140.470608,36.6789528,-0.3229,0.4858,50.33,28.67
3114,140.512273,36.6789528,-0.4608,0.4405,49.03,29.12
3115,140.553938,36.6789528,-0.8082,0.03614,0.4325,0.02625
3116,140.595603,36.6789528,-0.4621,0.4689,48.75,29.41
3117,140.637268,36.6789528,-0.3107,0.5277,49.46,28.83
3118,140.678933,36.6789528,-0.2082,0.5453,51.29,28.93
3119,140.720598,36.6789528,-0.1492,0.5828,49.81,28.32
3120,140.762263,36.6789528,-0.1137,0.581,49.71,29.31
3121,140.803928,36.6789528,-0.07616,0.5997,49.56,29.2
3122,140.845593,36.6789528,-0.0411,0.6372,49.01,28.95
3123,140.887258,36.6789528,-0.03106,0.6612,50.01,28.79
3124,140.928923,36.6789528,6.36E-04,0.6776,50.36,28.93
3125,140.970588,36.6789528,0.05305,0.6841,49.22,29.77
3126,141.012253,36.6789528,0.08512,0.723,49.43,28.79
3127,141.053918,36.6789528,0.1359,0.7324,49.25,28.89
3128,141.095583,36.6789528,0.1809,0.8117,51.01,29.03
3129,138.304028,36.7206178,0.09349,0.8488,49.33,28.8
3130,138.345693,36.7206178,0.09334,0.7548,51.07,29.6
3131,138.387358,36.7206178,0.06159,0.6971,48.43,29.49
3132,138.429023,36.7206178,0.02727,0.6851,51.7,28.6
3133,138.470688,36.7206178,0.02815,0.6861,50.11,28.22
3134,138.512353,36.7206178,-0.01159,0.6605,50.62,28.04
3135,138.554018,36.7206178,-0.04581,0.6132,50.13,28.64
3136,138.595683,36.7206178,-0.08669,0.6256,50.69,28.07
3137,138.637348,36.7206178,-0.1374,0.6221,49.9,29.99
3138,138.679013,36.7206178,-0.1689,0.6176,48.99,28.15
3139,138.720678,36.7206178,-0.1875,0.6065,49.63,28.97
3140,138.762343,36.7206178,-0.2223,0.6173,50.01,28.97
3141,138.804008,36.7206178,-0.2275,0.6113,50.32,29.24
3142,138.845673,36.7206178,-0.2782,0.5849,50.02,28.31
3143,138.887338,36.7206178,-0.2897,0.5635,49.1,29.09
3144,138.929003,36.7206178,-0.3399,0.5778,49.8,28.29
3145,138.970668,36.7206178,-0.3541,0.5918,50.62,28.68
3146,139.012333,36.7206178,-0.3421,0.5435,49.02,28.55
3147,139.053998,36.7206178,-0.3838,0.5478,48.7,29.11
3148,139.095663,36.7206178,-0.3933,0.5454,49.82,27.97
3149,139.137328,36.7206178,-0.4306,0.5542,50.04,28.73
3150,139.178993,36.7206178,-0.4803,0.5267,49.48,28.48
3151,139.220658,36.7206178,-0.5245,0.4829,48.23,28.39
3152,139.262323,36.7206178,-0.5071,0.5163,50.27,29.42
3153,139.303988,36.7206178,-0.4627,0.519,49.75,28.38
3154,139.345653,36.7206178,-0.4468,0.5596,49.79,29.23
3155,139.387318,36.7206178,-0.4454,0.5666,50.02,28.47
3156,139.428983,36.7206178,-0.4329,0.5419,50.44,28.33
3157,139.470648,36.7206178,-0.4308,0.5513,50.04,28.62
3158,139.512313,36.7206178,-0.4342,0.5584,48.94,28.67
3159,139.553978,36.7206178,-0.3971,0.5716,50.19,29.06
3160,139.595643,36.7206178,-0.33,0.5317,49.94,29.17
3161,139.637308,36.7206178,-0.2612,0.527,51.32,28.75
3162,139.678973,36.7206178,-0.1759,0.5217,49.28,28.09
3163,139.720638,36.7206178,-0.08912,0.4717,49.07,28.97
3164,139.762303,36.7206178,0.05832,0.07206,0.4227,0.05417
3165,139.803968,36.7206178,0.05239,0.4753,49.77,29.57
3166,139.845633,36.7206178,0.0924,0.5047,49.46,28.77
3167,139.887298,36.7206178,0.17,0.4943,50.49,28.22
3168,139.928963,36.7206178,0.2241,0.5027,48.25,29.03
3169,139.970628,36.7206178,0.2925,0.4677,49.73,28.64
3170,140.012293,36.7206178,0.2774,0.4749,49.87,29.5
3171,140.053958,36.7206178,0.252,0.4964,49.08,29.06
3172,140.095623,36.7206178,0.2204,0.4897,51.99,28.92
3173,140.137288,36.7206178,0.1392,0.4606,50.4,29.28
3174,140.178953,36.7206178,0.05169,0.04176,0.4506,0.03074
3175,140.220618,36.7206178,0.02032,0.4704,50.45,28.89
3176,140.262283,36.7206178,-0.04118,0.5155,48.99,28.24
3177,140.303948,36.7206178,-0.07878,0.5642,49.21,28.65
3178,140.345613,36.7206178,-0.1513,0.5437,51.03,29.19
3179,140.387278,36.7206178,-0.1969,0.5179,49.85,29.09
3180,140.428943,36.7206178,-0.2895,0.5008,50.46,29.72
3181,140.470608,36.7206178,-0.3393,0.5001,48.97,29.84
3182,140.512273,36.7206178,-0.3922,0.471,50.14,27.95
3183,140.553938,36.7206178,-0.4819,0.4471,49.07,28.89
3184,140.595603,36.7206178,-0.3469,0.4741,49.86,28.74
3185,140.637268,36.7206178,-0.2639,0.5021,49.46,28.33
3186,140.678933,36.7206178,-0.189,0.5195,49.68,28.66
3187,140.720598,36.7206178,-0.1196,0.5482,51.75,28
3188,140.762263,36.7206178,-0.1003,0.5679,50.48,28.86
3189,140.803928,36.7206178,-0.0893,0.609,48.46,28.14
3190,140.845593,36.7206178,-0.0945,0.6252,49.26,28.26
3191,140.887258,36.7206178,-0.1008,0.6372,49.86,29.34
3192,140.928923,36.7206178,-0.05618,0.6419,49.03,28.74
3193,140.970588,36.7206178,-8.35E-05,0.6772,50.42,29.01
3194,141.012253,36.7206178,0.03353,0.6726,48.4,28.73
3195,141.053918,36.7206178,0.08027,0.7214,49.71,28.99
3196,141.095583,36.7206178,0.1275,0.8131,50.21,29.14
3197,138.304028,36.7622828,0.06649,0.8409,49.05,29.37
3198,138.345693,36.7622828,0.05547,0.7768,49.29,29.12
3199,138.387358,36.7622828,0.03777,0.7381,50.67,29.96
3200,138.429023,36.7622828,-0.02594,0.7126,50.35,28.44
3201,138.470688,36.7622828,-0.04739,0.6987,49.92,29.21
3202,138.512353,36.7622828,-0.06607,0.6912,49.18,29.7
3203,138.554018,36.7622828,-0.08761,0.6452,50.13,29.08
3204,138.595683,36.7622828,-0.117,0.6307,48.17,29.13
3205,138.637348,36.7622828,-0.1446,0.6327,51.13,28.91
3206,138.679013,36.7622828,-0.1556,0.6209,48.19,28.83
3207,138.720678,36.7622828,-0.1885,0.6356,50.2,27.75
3208,138.762343,36.7622828,-0.2042,0.6187,50.96,29.02
3209,138.804008,36.7622828,-0.2548,0.6021,49.38,28.3
3210,138.845673,36.7622828,-0.2887,0.5803,50.85,28.85
3211,138.887338,36.7622828,-0.3052,0.5756,48.8,29.29
3212,138.929003,36.7622828,-0.3313,0.5643,50.78,28.4
3213,138.970668,36.7622828,-0.3542,0.5565,50.63,28.51
3214,139.012333,36.7622828,-0.3497,0.5359,49.18,29.03
3215,139.053998,36.7622828,-0.3739,0.5574,48.35,28.95
3216,139.095663,36.7622828,-0.3735,0.5627,49.57,29.77
3217,139.137328,36.7622828,-0.395,0.5604,49.89,28.46
3218,139.178993,36.7622828,-0.4454,0.5551,50.53,28.94
3219,139.220658,36.7622828,-0.4879,0.5308,50.57,28.42
3220,139.262323,36.7622828,-0.4801,0.5037,50.69,28.98
3221,139.303988,36.7622828,-0.4437,0.5323,49.89,28.84
3222,139.345653,36.7622828,-0.4415,0.5507,49.84,29.21
3223,139.387318,36.7622828,-0.4343,0.5421,50.22,28.82
3224,139.428983,36.7622828,-0.4645,0.5411,49.56,28.64
3225,139.470648,36.7622828,-0.4592,0.5146,51.18,28.89
3226,139.512313,36.7622828,-0.4359,0.5386,50.52,29.21
3227,139.553978,36.7622828,-0.3963,0.5618,51.54,28.32
3228,139.595643,36.7622828,-0.3523,0.5365,50.62,28.83
3229,139.637308,36.7622828,-0.3016,0.5349,50.43,29.6
3230,139.678973,36.7622828,-0.2127,0.5064,50.01,29.62
3231,139.720638,36.7622828,-0.1677,0.4901,51.43,27.96
3232,139.762303,36.7622828,-0.07576,0.4613,49.33,28.6
3233,139.803968,36.7622828,-0.04992,0.471,49.46,28.45
3234,139.845633,36.7622828,0.02311,0.4858,49.31,28.55
3235,139.887298,36.7622828,0.1049,0.4717,48.63,29.28
3236,139.928963,36.7622828,0.1588,0.5135,50.92,29.48
3237,139.970628,36.7622828,0.1744,0.489,49.82,29
3238,140.012293,36.7622828,0.1872,0.4867,50.22,28.49
3239,140.053958,36.7622828,0.1621,0.48,50.4,28.71
3240,140.095623,36.7622828,0.1346,0.4655,50.31,28.91
3241,140.137288,36.7622828,0.06921,0.4969,49.15,29.1
3242,140.178953,36.7622828,0.007693,0.4424,48.88,29.33
3243,140.220618,36.7622828,-0.05136,0.5055,50.4,28.57
3244,140.262283,36.7622828,-0.08598,0.513,49.24,29.13
3245,140.303948,36.7622828,-0.1194,0.5258,52.05,28.95
3246,140.345613,36.7622828,-0.1692,0.5211,50.26,29.19
3247,140.387278,36.7622828,-0.2417,0.5106,50.48,28.58
3248,140.428943,36.7622828,-0.2869,0.4961,49.61,29.08
3249,140.470608,36.7622828,-0.3315,0.4934,48.91,29.01
3250,140.512273,36.7622828,-0.3539,0.4855,48.99,28.69
3251,140.553938,36.7622828,-0.3235,0.4613,49.8,28.99
3252,140.595603,36.7622828,-0.2582,0.4422,50.42,28.75
3253,140.637268,36.7622828,-0.2273,0.4976,49.24,28.99
3254,140.678933,36.7622828,-0.186,0.5298,49.57,29.07
3255,140.720598,36.7622828,-0.1439,0.5584,49.52,29.42
3256,140.762263,36.7622828,-0.1363,0.5873,51.36,28.6
3257,140.803928,36.7622828,-0.1339,0.6389,51.39,28.81
3258,140.845593,36.7622828,-0.1341,0.6392,50.19,28.75
3259,140.887258,36.7622828,-0.1112,0.6575,49.41,29.07
3260,140.928923,36.7622828,-0.07786,0.6674,49.9,28.5
3261,140.970588,36.7622828,-0.04603,0.6932,50.84,28.46
3262,141.012253,36.7622828,-0.02695,0.7051,50.48,28.65
3263,141.053918,36.7622828,0.02443,0.7231,51.15,28.96
3264,141.095583,36.7622828,0.07194,0.7982,51.29,28.93
3265,138.304028,36.8039478,0.01697,0.8565,49.07,28.75
3266,138.345693,36.8039478,0.009739,0.7888,50.19,29.39
3267,138.387358,36.8039478,-0.02123,0.7564,48.97,28.92
3268,138.429023,36.8039478,-0.08407,0.7329,49.67,29.41
3269,138.470688,36.8039478,-0.1141,0.7074,50.34,28.67
3270,138.512353,36.8039478,-0.137,0.6911,50.17,28.49
3271,138.554018,36.8039478,-0.1265,0.6671,49.21,28.35
3272,138.595683,36.8039478,-0.134,0.6675,50.98,29.51
3273,138.637348,36.8039478,-0.1584,0.6607,47.94,28.97
3274,138.679013,36.8039478,-0.1743,0.6633,50.49,29.2
3275,138.720678,36.8039478,-0.1709,0.6623,49.47,29.54
3276,138.762343,36.8039478,-0.2095,0.6611,49.59,28.48
3277,138.804008,36.8039478,-0.2338,0.6371,50.77,29.11
3278,138.845673,36.8039478,-0.2558,0.5932,51.25,29.08
3279,138.887338,36.8039478,-0.2856,0.5769,49.55,28.28
3280,138.929003,36.8039478,-0.334,0.5505,51.05,28.1
3281,138.970668,36.8039478,-0.3446,0.5274,48.99,28.73
3282,139.012333,36.8039478,-0.3291,0.4895,48.33,28.69
3283,139.053998,36.8039478,-0.3485,0.4762,49.86,28.9
3284,139.095663,36.8039478,-0.3679,0.5004,50.7,29.05
3285,139.137328,36.8039478,-0.3738,0.5504,48.4,28.76
3286,139.178993,36.8039478,-0.4157,0.5529,50.79,28.51
3287,139.220658,36.8039478,-0.4339,0.5214,49.47,28.8
3288,139.262323,36.8039478,-0.4156,0.5188,50.97,28.66
3289,139.303988,36.8039478,-0.3904,0.527,49.24,28.65
3290,139.345653,36.8039478,-0.3905,0.5364,49.69,29.03
3291,139.387318,36.8039478,-0.4102,0.548,48.09,29.19
3292,139.428983,36.8039478,-0.4503,0.5252,49.18,28.96
3293,139.470648,36.8039478,-0.4836,0.511,49.99,29.08
3294,139.512313,36.8039478,-0.4479,0.527,49.77,28.07
3295,139.553978,36.8039478,-0.427,0.5331,49.36,28.83
3296,139.595643,36.8039478,-0.3792,0.5142,50.36,28.89
3297,139.637308,36.8039478,-0.3364,0.5155,48.31,29.36
3298,139.678973,36.8039478,-0.2738,0.5204,49.03,28.88
3299,139.720638,36.8039478,-0.2495,0.4913,49.89,29.43
3300,139.762303,36.8039478,-0.1808,0.4866,49.74,29.53
3301,139.803968,36.8039478,-0.1452,0.4761,48.38,29.14
3302,139.845633,36.8039478,-0.09656,0.4402,51.41,29.04
3303,139.887298,36.8039478,0.004341,0.4658,50.25,29.45
3304,139.928963,36.8039478,0.05249,0.5076,50.64,28.28
3305,139.970628,36.8039478,0.1335,0.4786,49.57,29.02
3306,140.012293,36.8039478,0.1903,0.4612,49.64,28.19
3307,140.053958,36.8039478,0.121,0.4701,49.51,28.86
3308,140.095623,36.8039478,0.05713,0.487,51.8,28.71
3309,140.137288,36.8039478,-0.001026,0.4998,48.08,28.92
3310,140.178953,36.8039478,-0.04901,0.4772,51.2,28.77
3311,140.220618,36.8039478,-0.1049,0.4959,50.21,29.11
3312,140.262283,36.8039478,-0.1388,0.504,50.25,27.95
3313,140.303948,36.8039478,-0.1356,0.4651,50.1,29.35
3314,140.345613,36.8039478,-0.1913,0.5153,52.13,28.66
3315,140.387278,36.8039478,-0.2441,0.5013,50.42,28.85
3316,140.428943,36.8039478,-0.2907,0.5022,49.74,29.23
3317,140.470608,36.8039478,-0.3259,0.4987,49.73,29.18
3318,140.512273,36.8039478,-0.3036,0.4983,49.62,28.43
3319,140.553938,36.8039478,-0.2554,0.444,50.56,28.74
3320,140.595603,36.8039478,-0.1426,0.03933,0.5003,0.0271
3321,140.637268,36.8039478,-0.1625,0.4787,51.15,28.25
3322,140.678933,36.8039478,-0.2111,0.5522,49.94,27.85
3323,140.720598,36.8039478,-0.2064,0.5833,49.5,28.67
3324,140.762263,36.8039478,-0.1887,0.6162,48.88,28.41
3325,140.803928,36.8039478,-0.1698,0.6318,50.58,29.17
3326,140.845593,36.8039478,-0.1692,0.6431,49.91,28.09
3327,140.887258,36.8039478,-0.1385,0.6713,50.24,28.94
3328,140.928923,36.8039478,-0.1141,0.6816,51.24,28.55
3329,140.970588,36.8039478,-0.1051,0.7069,50.2,28.55
3330,141.012253,36.8039478,-0.1044,0.7063,51.26,28.36
3331,141.053918,36.8039478,-0.05553,0.7256,50.78,29.62
3332,141.095583,36.8039478,-0.02898,0.8113,51.42,28.73
3333,138.304028,36.8456128,-0.02188,0.8596,49.37,28.54
3334,138.345693,36.8456128,-0.03656,0.8075,49.59,28.22
3335,138.387358,36.8456128,-0.08393,0.7666,50.99,28.42
3336,138.429023,36.8456128,-0.1266,0.7456,48.41,28.44
3337,138.470688,36.8456128,-0.1557,0.7198,50.67,28.5
3338,138.512353,36.8456128,-0.1782,0.6943,49.39,29.01
3339,138.554018,36.8456128,-0.1844,0.6839,48.98,28.75
3340,138.595683,36.8456128,-0.1633,0.6855,49.63,28.48
3341,138.637348,36.8456128,-0.1795,0.6886,51.25,29.16
3342,138.679013,36.8456128,-0.1724,0.6785,51.5,29
3343,138.720678,36.8456128,-0.1621,0.7006,49.36,29.51
3344,138.762343,36.8456128,-0.2085,0.675,51.11,28.45
3345,138.804008,36.8456128,-0.2023,0.644,48.32,28.55
3346,138.845673,36.8456128,-0.2163,0.6249,49.89,29.13
3347,138.887338,36.8456128,-0.2438,0.5738,50.5,28.49
3348,138.929003,36.8456128,-0.3263,0.5563,50.01,28.51
3349,138.970668,36.8456128,-0.329,0.5242,49.94,28.58
3350,139.012333,36.8456128,-0.2957,0.4659,49.18,28.87
3351,139.053998,36.8456128,-0.3275,0.09377,0.4695,0.06774
3352,139.095663,36.8456128,-0.3473,0.4572,50.01,28.39
3353,139.137328,36.8456128,-0.37,0.52,50.65,29.2
3354,139.178993,36.8456128,-0.4009,0.538,49.35,28.82
3355,139.220658,36.8456128,-0.3932,0.5456,49.67,28.46
3356,139.262323,36.8456128,-0.3797,0.5474,49.34,28.65
3357,139.303988,36.8456128,-0.3631,0.5455,50.45,29.1
3358,139.345653,36.8456128,-0.3518,0.575,49.73,28.88
3359,139.387318,36.8456128,-0.3742,0.5789,50.32,29.12
3360,139.428983,36.8456128,-0.439,0.5243,49.95,28.5
3361,139.470648,36.8456128,-0.474,0.4527,48.76,28.59
3362,139.512313,36.8456128,-0.4543,0.5069,48.96,28.55
3363,139.553978,36.8456128,-0.4452,0.5225,51.02,28.77
3364,139.595643,36.8456128,-0.3818,0.5045,51.36,28.55
3365,139.637308,36.8456128,-0.3275,0.4582,49.46,28.69
3366,139.678973,36.8456128,-0.3219,0.4889,49.49,29.03
3367,139.720638,36.8456128,-0.3256,0.52,50.86,28.7
3368,139.762303,36.8456128,-0.2676,0.5188,49.15,28.36
