Grid,xgrid,ygrid,T0.01_dS2S,T0.01_dS2S_Uncertainty,T0.01_Phi,T0.01_Phi_Uncertainty
1993,139.137328,36.0123128,-0.1573,0.4381,50.55,28.78
1994,139.178993,36.0123128,-0.0367,0.4549,47.77,28.49
1995,139.220658,36.0123128,0.07275,0.4298,50.23,29.65
1996,139.262323,36.0123128,0.1256,0.4703,49.93,29.58
1997,139.303988,36.0123128,0.1347,0.4819,51.94,29.18
1998,139.345653,36.0123128,0.07945,0.4889,50.13,28.79
1999,139.387318,36.0123128,0.0475,0.4789,49.93,28.86
2000,139.428983,36.0123128,0.02281,0.4895,50.54,28.04
2001,139.470648,36.0123128,-0.02805,0.4801,48.47,28.71
2002,139.512313,36.0123128,-0.04659,0.4976,50.05,28.73
2003,139.553978,36.0123128,-0.08811,0.4947,50.09,27.72
2004,139.595643,36.0123128,-0.1036,0.4796,50.21,29.13
2005,139.637308,36.0123128,-0.09678,0.4934,49.54,28.99
2006,139.678973,36.0123128,-0.06605,0.4983,49.64,28.68
2007,139.720638,36.0123128,-0.03209,0.5047,48.45,28.66
2008,139.762303,36.0123128,-0.01223,0.5007,50.17,29.04
2009,139.803968,36.0123128,0.04484,0.5262,50.42,29.16
2010,139.845633,36.0123128,0.113,0.5027,51.61,28.54
2011,139.887298,36.0123128,0.1884,0.5181,50.16,28.85
2012,139.928963,36.0123128,0.2603,0.4991,51.05,28.16
2013,139.970628,36.0123128,0.2634,0.5011,50.45,29.36
2014,140.012293,36.0123128,0.2715,0.4834,48.61,28.82
2015,140.053958,36.0123128,0.2764,0.5106,49.7,28.75
2016,140.095623,36.0123128,0.3032,0.51,50.39,28.51
2017,140.137288,36.0123128,0.2914,0.5017,48.62,28.49
2018,140.178953,36.0123128,0.2961,0.502,50.58,29
2019,140.220618,36.0123128,0.3014,0.5078,50.28,28.87
2020,140.262283,36.0123128,0.2972,0.4869,49.2,29.96
2021,140.303948,36.0123128,0.2391,0.4732,49.12,28.88
2022,140.345613,36.0123128,0.1343,0.4693,51.99,28.67
2023,140.387278,36.0123128,0.08091,0.4921,48.83,29.05
2024,140.428943,36.0123128,0.0687,0.5236,50.12,28.54
2025,140.470608,36.0123128,0.02889,0.5437,49.17,28.59
2026,140.512273,36.0123128,-0.01469,0.5453,51.01,28.34
2027,140.553938,36.0123128,-0.06561,0.5409,50.65,29.59
2028,140.595603,36.0123128,-0.07843,0.5351,50.61,29.41
2029,140.637268,36.0123128,-0.09741,0.5537,50.12,29.46
2030,140.678933,36.0123128,-0.08113,0.5705,48.72,28.26
2031,140.720598,36.0123128,-0.0782,0.5752,50.53,28.43
2032,140.762263,36.0123128,-0.118,0.5609,49.15,28.63
2033,140.803928,36.0123128,-0.1334,0.5878,48.84,29.7
2034,140.845593,36.0123128,-0.145,0.6257,51.2,28.29
2035,140.887258,36.0123128,-0.1397,0.6363,50.21,28.58
2036,140.928923,36.0123128,-0.1555,0.6288,50.55,28.56
2037,140.970588,36.0123128,-0.1671,0.6467,49.35,28.92
2038,141.012253,36.0123128,-0.1883,0.6491,49.09,28.17
2039,141.053918,36.0123128,-0.1992,0.6361,49.62,28.47
2040,141.095583,36.0123128,-0.1753,0.6966,51.59,28.75
2041,138.304028,36.0539778,-0.1472,0.6718,48.16,28.79
2042,138.345693,36.0539778,-0.1225,0.5836,48.09,28.5
2043,138.387358,36.0539778,-0.08343,0.5714,50.24,29.23
2044,138.429023,36.0539778,-0.05487,0.5646,50.79,29.01
2045,138.470688,36.0539778,-0.04835,0.5595,49.71,29.35
2046,138.512353,36.0539778,-0.02894,0.5665,49.36,29.58
2047,138.554018,36.0539778,-0.01805,0.5693,50.18,28.88
2048,138.595683,36.0539778,0.005732,0.585,50.85,28.93
2049,138.637348,36.0539778,0.03987,0.5642,48.93,28.29
2050,138.679013,36.0539778,0.04204,0.5678,50.22,29.17
2051,138.720678,36.0539778,0.06328,0.5767,48.83,28.9
2052,138.762343,36.0539778,0.04053,0.5656,48.96,29.43
2053,138.804008,36.0539778,0.06985,0.5482,51.6,28.55
2054,138.845673,36.0539778,0.1203,0.5257,50.68,27.47
2055,138.887338,36.0539778,0.1666,0.4747,51.7,28.8
2056,138.929003,36.0539778,0.173,0.4396,49.84,28.54
2057,138.970668,36.0539778,0.1048,0.4185,50.69,28.8
2058,139.012333,36.0539778,-0.007123,0.4328,48.97,28.43
2059,139.053998,36.0539778,-0.1635,0.419,50.13,28.34
2060,139.095663,36.0539778,-0.5962,0.05957,0.437,0.04035
2061,139.137328,36.0539778,-0.2046,0.4195,49.65,29.35
2062,139.178993,36.0539778,-0.03682,0.468,50.95,29.17
2063,139.220658,36.0539778,0.08409,0.4561,50.5,30.02
2064,139.262323,36.0539778,0.2022,0.4553,49.72,29.29
2065,139.303988,36.0539778,0.288,0.4138,49.28,28.98
2066,139.345653,36.0539778,0.2106,0.4534,49.54,29.12
2067,139.387318,36.0539778,0.1227,0.4888,49.76,27.85
2068,139.428983,36.0539778,0.07558,0.4947,50.3,29.16
2069,139.470648,36.0539778,0.01845,0.5009,47.9,28.53
2070,139.512313,36.0539778,-0.03029,0.5071,51.11,28.49
2071,139.553978,36.0539778,-0.04352,0.5119,49.85,28.37
2072,139.595643,36.0539778,-0.06517,0.5241,48.5,28.59
2073,139.637308,36.0539778,-0.06627,0.5032,48.77,28.52
2074,139.678973,36.0539778,-0.04076,0.5141,48.76,29.03
2075,139.720638,36.0539778,-0.001314,0.499,49.99,29.11
2076,139.762303,36.0539778,0.01042,0.4923,49.84,28.88
2077,139.803968,36.0539778,0.04422,0.5088,49.88,29
2078,139.845633,36.0539778,0.1099,0.496,51.86,28.67
2079,139.887298,36.0539778,0.211,0.4834,49.37,29.18
2080,139.928963,36.0539778,0.3076,0.4721,49.66,29.37
2081,139.970628,36.0539778,0.3673,0.4458,50.71,28.79
2082,140.012293,36.0539778,0.31,0.4827,50.59,28.24
2083,140.053958,36.0539778,0.299,0.5157,50.07,28.66
2084,140.095623,36.0539778,0.3112,0.515,48.49,28.99
2085,140.137288,36.0539778,0.291,0.5043,48.41,28.54
2086,140.178953,36.0539778,0.326,0.5057,48.39,28.92
2087,140.220618,36.0539778,0.3484,0.5062,49.8,28.12
2088,140.262283,36.0539778,0.3953,0.4712,50.01,28.6
2089,140.303948,36.0539778,0.4474,0.4379,49.2,29.04
2090,140.345613,36.0539778,0.3011,0.4679,49.79,28.97
2091,140.387278,36.0539778,0.21,0.5092,51.07,28.97
2092,140.428943,36.0539778,0.1513,0.5419,50.28,29.34
2093,140.470608,36.0539778,0.08738,0.5738,50.34,28.41
2094,140.512273,36.0539778,0.03175,0.564,51.49,28.68
2095,140.553938,36.0539778,-0.0181,0.5446,51.87,28.27
2096,140.595603,36.0539778,-0.04283,0.5581,50.09,29.01
2097,140.637268,36.0539778,-0.05528,0.5832,48.93,28.16
2098,140.678933,36.0539778,-0.05088,0.5953,49.02,28.9
2099,140.720598,36.0539778,-0.06493,0.603,50.31,27.89
2100,140.762263,36.0539778,-0.08982,0.6204,51.22,29.33
2101,140.803928,36.0539778,-0.1102,0.648,50.11,28.64
2102,140.845593,36.0539778,-0.1125,0.6487,49.44,28.85
2103,140.887258,36.0539778,-0.1221,0.6576,47.98,29.39
2104,140.928923,36.0539778,-0.1359,0.6354,49.84,28.56
2105,140.970588,36.0539778,-0.1612,0.6388,50.64,29.29
2106,141.012253,36.0539778,-0.1545,0.638,49.16,29.71
2107,141.053918,36.0539778,-0.1627,0.6404,49.02,28.68
2108,141.095583,36.0539778,-0.1595,0.6909,50.23,29.1
2109,138.304028,36.0956428,-0.1539,0.6792,50.12,28.67
2110,138.345693,36.0956428,-0.131,0.6058,49.74,28.51
2111,138.387358,36.0956428,-0.1053,0.5797,50.3,29.23
2112,138.429023,36.0956428,-0.08197,0.5538,49.18,28.82
2113,138.470688,36.0956428,-0.09003,0.5245,51.34,28.93
2114,138.512353,36.0956428,-0.08846,0.5495,50.05,29.09
2115,138.554018,36.0956428,-0.05042,0.5535,50.86,28.76
2116,138.595683,36.0956428,-0.006278,0.5718,49.73,28.69
2117,138.637348,36.0956428,0.02116,0.5545,51.61,29.14
2118,138.679013,36.0956428,0.04562,0.5541,49.97,29.56
2119,138.720678,36.0956428,0.03876,0.5299,50.08,28.99
2120,138.762343,36.0956428,0.04277,0.5364,48.98,28.6
2121,138.804008,36.0956428,0.07711,0.5174,51.39,28.65
2122,138.845673,36.0956428,0.1465,0.4992,52.01,29.44
2123,138.887338,36.0956428,0.2187,0.4725,50.31,28.36
2124,138.929003,36.0956428,0.3032,0.4354,50.71,28.74
2125,138.970668,36.0956428,0.1759,0.45,50.98,28.79
2126,139.012333,36.0956428,0.07311,0.4546,50.4,28.96
2127,139.053998,36.0956428,-0.04483,0.3878,49.94,29.19
2128,139.095663,36.0956428,-0.2071,0.404,50.92,28.8
2129,139.137328,36.0956428,-0.107,0.457,49.41,29.44
2130,139.178993,36.0956428,-0.008311,0.4777,51.06,28.99
2131,139.220658,36.0956428,0.09841,0.4775,49.83,28.42
2132,139.262323,36.0956428,0.2797,0.4431,49.85,28.9
2133,139.303988,36.0956428,0.6204,0.06025,0.3928,0.04254
2134,139.345653,36.0956428,0.3008,0.42,50.88,29.04
2135,139.387318,36.0956428,0.1651,0.4788,49.61,29.35
2136,139.428983,36.0956428,0.116,0.4882,48.79,29.12
2137,139.470648,36.0956428,0.03986,0.4897,48.21,28.68
2138,139.512313,36.0956428,0.005959,0.517,48.37,28.83
2139,139.553978,36.0956428,-0.00693,0.5285,48.83,28.57
2140,139.595643,36.0956428,-0.0215,0.5407,50.1,29.13
2141,139.637308,36.0956428,-0.01999,0.5053,51.89,28.76
2142,139.678973,36.0956428,-0.008649,0.5379,49.12,28.51
2143,139.720638,36.0956428,-0.01478,0.5386,50.1,28.43
2144,139.762303,36.0956428,0.04007,0.5165,51.21,28.36
2145,139.803968,36.0956428,0.08211,0.5068,50.03,28.31
2146,139.845633,36.0956428,0.131,0.4968,51,28.28
2147,139.887298,36.0956428,0.2191,0.4799,48.92,29.3
2148,139.928963,36.0956428,0.3376,0.4343,49.66,27.96
2149,139.970628,36.0956428,0.5981,0.05876,0.4988,0.04166
2150,140.012293,36.0956428,0.3767,0.4228,49.45,28.72
2151,140.053958,36.0956428,0.31,0.488,50.68,28.93
2152,140.095623,36.0956428,0.2915,0.4945,49.77,29.15
2153,140.137288,36.0956428,0.2812,0.4841,49.59,29.3
2154,140.178953,36.0956428,0.3483,0.4898,50.88,28.76
2155,140.220618,36.0956428,0.407,0.4813,49.42,28.72
2156,140.262283,36.0956428,0.5131,0.4287,50.18,28.79
2157,140.303948,36.0956428,0.813,0.06005,0.5282,0.04258
2158,140.345613,36.0956428,0.4443,0.452,48.72,28.53
2159,140.387278,36.0956428,0.285,0.5266,50.12,28.67
2160,140.428943,36.0956428,0.2117,0.5461,50.2,28.69
2161,140.470608,36.0956428,0.1482,0.5485,50.69,28.36
2162,140.512273,36.0956428,0.08186,0.5596,48.6,28.16
2163,140.553938,36.0956428,0.04572,0.5528,50.58,29.75
2164,140.595603,36.0956428,0.01094,0.5771,51.39,27.81
2165,140.637268,36.0956428,-0.006182,0.5934,50.91,29.78
2166,140.678933,36.0956428,-0.02597,0.6107,49.47,28.88
2167,140.720598,36.0956428,-0.04533,0.6354,50.73,28.77
2168,140.762263,36.0956428,-0.07896,0.6392,50.45,28.51
2169,140.803928,36.0956428,-0.08735,0.6576,49.85,28.92
2170,140.845593,36.0956428,-0.07059,0.6773,50.17,28
2171,140.887258,36.0956428,-0.07993,0.6534,50.1,28.86
2172,140.928923,36.0956428,-0.1153,0.6179,49.18,28.53
2173,140.970588,36.0956428,-0.1123,0.6179,51.81,29.06
2174,141.012253,36.0956428,-0.1112,0.6226,49.61,28.84
2175,141.053918,36.0956428,-0.09825,0.6361,50.6,28.81
2176,141.095583,36.0956428,-0.1327,0.6884,49.92,28.94
2177,138.304028,36.1373078,-0.1701,0.6766,47.71,28.94
2178,138.345693,36.1373078,-0.1434,0.6436,50.09,28.85
2179,138.387358,36.1373078,-0.1299,0.5942,50.24,28.74
2180,138.429023,36.1373078,-0.1166,0.5511,49.69,29.38
2181,138.470688,36.1373078,-0.1267,0.5295,50.26,28.65
2182,138.512353,36.1373078,-0.1299,0.541,50.14,28.39
2183,138.554018,36.1373078,-0.09195,0.5552,49.68,29.23
2184,138.595683,36.1373078,-0.05627,0.5645,51.15,28.13
2185,138.637348,36.1373078,-0.02545,0.544,50,29.04
2186,138.679013,36.1373078,-0.01015,0.5219,50.66,28.67
2187,138.720678,36.1373078,0.00593,0.5218,49.72,28.8
2188,138.762343,36.1373078,0.01219,0.5053,49.06,29.09
2189,138.804008,36.1373078,0.05359,0.5091,48.93,29.18
2190,138.845673,36.1373078,0.1289,0.4906,48.83,29.31
2191,138.887338,36.1373078,0.2892,0.4466,49.18,28.84
2192,138.929003,36.1373078,0.6388,0.1066,0.6129,0.07791
2193,138.970668,36.1373078,0.259,0.4237,49.08,28.96
2194,139.012333,36.1373078,0.1182,0.4084,50,28.78
2195,139.053998,36.1373078,0.07192,0.05922,0.4948,0.04842
2196,139.095663,36.1373078,-0.06808,0.4107,50.45,29.49
2197,139.137328,36.1373078,-0.0532,0.4936,49.96,28.84
2198,139.178993,36.1373078,0.02205,0.4971,48.98,29.08
2199,139.220658,36.1373078,0.1121,0.4789,50.66,28.87
2200,139.262323,36.1373078,0.2414,0.4637,50.83,29.03
2201,139.303988,36.1373078,0.3425,0.4319,49.03,28.85
2202,139.345653,36.1373078,0.2679,0.4708,49.29,28.26
2203,139.387318,36.1373078,0.1677,0.4847,49.19,29.11
2204,139.428983,36.1373078,0.0927,0.5085,51.2,28.45
2205,139.470648,36.1373078,0.03613,0.5163,50.94,28.77
2206,139.512313,36.1373078,0.03811,0.5424,49.65,28.95
2207,139.553978,36.1373078,0.02275,0.5384,50.09,28.78
2208,139.595643,36.1373078,0.005661,0.5547,49.31,29.5
2209,139.637308,36.1373078,0.02322,0.5352,51.2,28.23
2210,139.678973,36.1373078,0.0269,0.54,49.12,28.76
2211,139.720638,36.1373078,0.01695,0.5372,50.02,29.3
2212,139.762303,36.1373078,0.04929,0.5256,51.19,29.17
2213,139.803968,36.1373078,0.07572,0.5112,49.26,28.81
2214,139.845633,36.1373078,0.1046,0.4925,49.19,28.96
2215,139.887298,36.1373078,0.1635,0.4897,49.04,28.43
2216,139.928963,36.1373078,0.2888,0.4491,50.52,29.27
2217,139.970628,36.1373078,0.3662,0.4159,48.56,28.88
2218,140.012293,36.1373078,0.3291,0.4394,49.48,29.28
2219,140.053958,36.1373078,0.2682,0.4618,50.91,28.84
2220,140.095623,36.1373078,0.2159,0.4716,50.8,29.36
2221,140.137288,36.1373078,0.2444,0.487,48.91,28.87
2222,140.178953,36.1373078,0.3222,0.5012,50.22,29.38
2223,140.220618,36.1373078,0.3797,0.4696,49.8,29.59
2224,140.262283,36.1373078,0.4697,0.4596,48.75,28.61
2225,140.303948,36.1373078,0.5379,0.4518,50.13,28.95
2226,140.345613,36.1373078,0.4355,0.4943,49.96,28.47
2227,140.387278,36.1373078,0.3106,0.539,49.13,28.82
2228,140.428943,36.1373078,0.2418,0.5423,51,28.24
2229,140.470608,36.1373078,0.1721,0.5524,49.06,29.38
2230,140.512273,36.1373078,0.1349,0.5655,50.6,29.01
2231,140.553938,36.1373078,0.1073,0.5706,50.18,29.44
2232,140.595603,36.1373078,0.09853,0.5782,49.35,29.45
2233,140.637268,36.1373078,0.08488,0.5869,48.06,29
2234,140.678933,36.1373078,0.05566,0.6067,49.63,29.83
2235,140.720598,36.1373078,4.56E-04,0.6082,51.36,29
2236,140.762263,36.1373078,-0.04645,0.6598,47.85,29.12
2237,140.803928,36.1373078,-0.06279,0.6576,49.46,28.55
2238,140.845593,36.1373078,-0.03299,0.6622,50.25,28.83
2239,140.887258,36.1373078,-0.04323,0.6357,49.33,29.12
2240,140.928923,36.1373078,-0.08126,0.6296,50.87,28.75
2241,140.970588,36.1373078,-0.1017,0.6032,49.87,28.41
2242,141.012253,36.1373078,-0.08867,0.5935,49.18,27.99
2243,141.053918,36.1373078,-0.07152,0.6165,48.82,28.95
2244,141.095583,36.1373078,-0.0916,0.6647,49.13,28.94
2245,138.304028,36.1789728,-0.1856,0.7046,49.78,28.29
2246,138.345693,36.1789728,-0.1542,0.6438,50.71,28.72
2247,138.387358,36.1789728,-0.1479,0.5828,50.09,29.04
2248,138.429023,36.1789728,-0.1728,0.5476,50.7,29.06
2249,138.470688,36.1789728,-0.1742,0.5624,49.74,28.96
2250,138.512353,36.1789728,-0.1645,0.5776,49.32,29.37
2251,138.554018,36.1789728,-0.1189,0.5588,50.94,29.14
2252,138.595683,36.1789728,-0.08439,0.5588,50.01,29.31
2253,138.637348,36.1789728,-0.07358,0.5233,49.6,28.83
2254,138.679013,36.1789728,-0.06148,0.4965,50.47,29.14
2255,138.720678,36.1789728,-0.03754,0.453,49.25,28.85
2256,138.762343,36.1789728,-0.01248,0.5135,48.57,29.06
2257,138.804008,36.1789728,0.003639,0.498,50.03,28.36
2258,138.845673,36.1789728,0.05915,0.5133,49.73,29.91
2259,138.887338,36.1789728,0.115,0.4947,49.29,28.98
2260,138.929003,36.1789728,0.1978,0.4172,51.24,29.21
2261,138.970668,36.1789728,0.1046,0.424,50.06,28.67
2262,139.012333,36.1789728,0.04076,0.4354,48.49,28.19
2263,139.053998,36.1789728,-0.02067,0.4097,47.63,29.21
2264,139.095663,36.1789728,-0.05751,0.4796,50.35,28.69
2265,139.137328,36.1789728,-0.04674,0.4984,51.4,29.03
2266,139.178993,36.1789728,0.002712,0.4816,48.69,29.05
2267,139.220658,36.1789728,0.07694,0.494,49.57,28.36
2268,139.262323,36.1789728,0.1552,0.4765,49.58,29.37
2269,139.303988,36.1789728,0.174,0.4829,49.59,27.99
2270,139.345653,36.1789728,0.1505,0.5017,50.68,28.9
2271,139.387318,36.1789728,0.1256,0.5339,49.33,28.94
2272,139.428983,36.1789728,0.05429,0.5399,50.58,28.08
2273,139.470648,36.1789728,0.03449,0.5551,51.48,29.48
2274,139.512313,36.1789728,0.03926,0.5511,51.34,28.91
2275,139.553978,36.1789728,0.02046,0.582,50.73,28.65
2276,139.595643,36.1789728,-0.007286,0.5862,50.31,28.72
2277,139.637308,36.1789728,0.01812,0.5759,49.88,28.96
2278,139.678973,36.1789728,0.04998,0.5616,49.59,28.96
2279,139.720638,36.1789728,0.05417,0.5676,50.58,29.57
2280,139.762303,36.1789728,0.05352,0.5672,49.76,29.01
2281,139.803968,36.1789728,0.06889,0.5516,49.62,29.4
2282,139.845633,36.1789728,0.07973,0.5145,50.7,29.01
2283,139.887298,36.1789728,0.1128,0.4965,49.51,27.91
2284,139.928963,36.1789728,0.1735,0.4816,50.48,28.81
2285,139.970628,36.1789728,0.2204,0.4497,49.75,29.17
2286,140.012293,36.1789728,0.195,0.464,49.51,28.75
2287,140.053958,36.1789728,0.1467,0.4397,50.07,29.21
2288,140.095623,36.1789728,0.07826,0.4277,50.75,29.28
2289,140.137288,36.1789728,0.1839,0.459,48.98,28.21
2290,140.178953,36.1789728,0.2947,0.4673,49.38,28.89
2291,140.220618,36.1789728,0.3533,0.4807,48.98,28.59
2292,140.262283,36.1789728,0.4253,0.4889,50.12,28.83
2293,140.303948,36.1789728,0.4451,0.5105,50.65,28.75
2294,140.345613,36.1789728,0.4051,0.5444,51.11,28.51
2295,140.387278,36.1789728,0.3352,0.5484,51.51,27.89
2296,140.428943,36.1789728,0.2626,0.5291,49.52,28.51
2297,140.470608,36.1789728,0.2178,0.5346,49.47,28.13
2298,140.512273,36.1789728,0.1961,0.5561,48.36,28.86
2299,140.553938,36.1789728,0.1771,0.5586,49.59,29.05
2300,140.595603,36.1789728,0.1704,0.5662,51.5,28.25
2301,140.637268,36.1789728,0.1541,0.5575,49.75,28.6
2302,140.678933,36.1789728,0.1295,0.5649,49.89,29.07
2303,140.720598,36.1789728,0.06761,0.583,50.75,29.01
2304,140.762263,36.1789728,0.006597,0.606,50.54,28.25
2305,140.803928,36.1789728,-0.02286,0.6428,48.74,29.01
2306,140.845593,36.1789728,-0.02722,0.6542,51.62,28.84
2307,140.887258,36.1789728,-0.02073,0.6517,52.25,29.24
2308,140.928923,36.1789728,-0.06807,0.6113,50.54,29.21
2309,140.970588,36.1789728,-0.08645,0.5965,49.25,29.42
2310,141.012253,36.1789728,-0.07897,0.5878,50.89,29.28
2311,141.053918,36.1789728,-0.0607,0.5996,48.95,29.06
2312,141.095583,36.1789728,-0.05753,0.6543,50.38,29.09
2313,138.304028,36.2206378,-0.1849,0.7224,49.4,28.54
2314,138.345693,36.2206378,-0.1593,0.6451,49.81,28.59
2315,138.387358,36.2206378,-0.1755,0.5798,51.28,28.81
2316,138.429023,36.2206378,-0.1778,0.5566,49.84,28.54
2317,138.470688,36.2206378,-0.1914,0.5616,49.76,29
2318,138.512353,36.2206378,-0.1582,0.535,51.75,29.45
2319,138.554018,36.2206378,-0.1177,0.5436,49.86,29.04
2320,138.595683,36.2206378,-0.1127,0.5441,50.65,29.16
2321,138.637348,36.2206378,-0.1029,0.5334,50.29,29.64
2322,138.679013,36.2206378,-0.09563,0.4816,50.34,28.22
2323,138.720678,36.2206378,-0.1164,0.2082,1.071,0.1649
2324,138.762343,36.2206378,-0.08105,0.4747,48.66,28.18
2325,138.804008,36.2206378,-0.06668,0.5089,49.75,28.24
2326,138.845673,36.2206378,-0.05052,0.5153,49.97,29.38
2327,138.887338,36.2206378,-0.07472,0.4832,50.92,29.58
2328,138.929003,36.2206378,-0.08924,0.4191,49.88,28.37
2329,138.970668,36.2206378,-0.07221,0.4275,51.05,28.83
2330,139.012333,36.2206378,-0.06539,0.4442,50.47,28.94
2331,139.053998,36.2206378,-0.05104,0.4549,51.17,28.75
2332,139.095663,36.2206378,-0.04498,0.463,50.04,28.61
2333,139.137328,36.2206378,-0.05682,0.4853,48.33,28.22
2334,139.178993,36.2206378,-0.04336,0.4771,50.32,28.65
2335,139.220658,36.2206378,0.01115,0.4708,50.44,29.24
2336,139.262323,36.2206378,0.04737,0.5002,50.1,28.61
2337,139.303988,36.2206378,0.05925,0.5145,50.61,28.92
2338,139.345653,36.2206378,0.02051,0.5484,50.95,29.54
2339,139.387318,36.2206378,0.01873,0.5631,48.65,28.93
2340,139.428983,36.2206378,0.007067,0.5905,51.27,28.16
2341,139.470648,36.2206378,0.01915,0.5982,50.27,28.33
2342,139.512313,36.2206378,0.04215,0.5808,48.85,28.6
2343,139.553978,36.2206378,0.03494,0.5936,49.95,28.81
2344,139.595643,36.2206378,0.02329,0.5961,49.16,29.52
2345,139.637308,36.2206378,0.003442,0.59,50.16,29.41
2346,139.678973,36.2206378,0.03759,0.5865,50.99,29.06
2347,139.720638,36.2206378,0.05892,0.5688,49.05,28.73
2348,139.762303,36.2206378,0.04284,0.5615,49.91,28.78
2349,139.803968,36.2206378,0.07757,0.554,50.11,28.46
2350,139.845633,36.2206378,0.1001,0.5335,48.03,29.26
2351,139.887298,36.2206378,0.1088,0.5121,49.81,28.33
2352,139.928963,36.2206378,0.1019,0.5264,50.66,27.73
2353,139.970628,36.2206378,0.1484,0.4814,50.2,28.45
2354,140.012293,36.2206378,0.1274,0.4718,51.06,28.37
2355,140.053958,36.2206378,0.05768,0.3965,51.43,28.55
2356,140.095623,36.2206378,-0.2708,0.03641,0.3937,0.02389
2357,140.137288,36.2206378,0.1189,0.4258,49.32,28.73
2358,140.178953,36.2206378,0.2981,0.4786,50.5,29.19
2359,140.220618,36.2206378,0.3727,0.4893,49.8,28.56
2360,140.262283,36.2206378,0.4222,0.5168,52.04,29.07
2361,140.303948,36.2206378,0.4255,0.553,48.59,29.16
2362,140.345613,36.2206378,0.4033,0.545,48.39,28.82
2363,140.387278,36.2206378,0.3473,0.5446,49.99,28.34
2364,140.428943,36.2206378,0.3047,0.5203,49.86,29.06
2365,140.470608,36.2206378,0.2535,0.5238,49.77,28.64
2366,140.512273,36.2206378,0.2446,0.5761,49.66,29.03
2367,140.553938,36.2206378,0.2074,0.5671,49.86,28.2
2368,140.595603,36.2206378,0.2119,0.5526,51.05,28.41
2369,140.637268,36.2206378,0.1928,0.5312,50.13,28.72
2370,140.678933,36.2206378,0.1503,0.5383,51.22,29.34
2371,140.720598,36.2206378,0.09417,0.5611,49.87,28.55
2372,140.762263,36.2206378,0.06551,0.5784,48.25,28.52
2373,140.803928,36.2206378,0.03554,0.5926,52.31,29.25
2374,140.845593,36.2206378,0.01083,0.6083,49.52,29.03
2375,140.887258,36.2206378,-0.01438,0.6203,50.7,28.26
2376,140.928923,36.2206378,-0.05814,0.6233,49.71,29.57
2377,140.970588,36.2206378,-0.06813,0.5824,51.02,29.13
2378,141.012253,36.2206378,-0.04692,0.5801,50.37,28.51
2379,141.053918,36.2206378,-0.05806,0.6044,50.41,28.73
2380,141.095583,36.2206378,-0.06275,0.6781,50.5,28.56
2381,138.304028,36.2623028,-0.1731,0.6905,50.39,28.66
2382,138.345693,36.2623028,-0.1857,0.6346,48.94,28.67
2383,138.387358,36.2623028,-0.1846,0.5721,52.1,28.51
2384,138.429023,36.2623028,-0.1911,0.5475,50.67,29.56
2385,138.470688,36.2623028,-0.2039,0.5299,51.21,29.23
2386,138.512353,36.2623028,-0.1961,0.5326,48.91,29.19
2387,138.554018,36.2623028,-0.168,0.5295,49.2,28.74
2388,138.595683,36.2623028,-0.144,0.5244,49.54,28.88
2389,138.637348,36.2623028,-0.154,0.5172,48.9,29.16
2390,138.679013,36.2623028,-0.1691,0.5053,50.57,28.62
2391,138.720678,36.2623028,-0.1646,0.4542,48.47,28.69
2392,138.762343,36.2623028,-0.1598,0.4887,49.56,28.41
2393,138.804008,36.2623028,-0.1888,0.4959,49.15,29.13
2394,138.845673,36.2623028,-0.1838,0.5183,51.89,28.57
2395,138.887338,36.2623028,-0.2581,0.4522,52.26,29.31
2396,138.929003,36.2623028,-0.4272,0.1344,0.7874,0.09826
2397,138.970668,36.2623028,-0.2323,0.4327,48.9,29.06
2398,139.012333,36.2623028,-0.1649,0.4701,50.78,28.43
2399,139.053998,36.2623028,-0.1122,0.4593,50.41,29.08
2400,139.095663,36.2623028,-0.08889,0.4869,50.86,29.31
2401,139.137328,36.2623028,-0.1057,0.4494,48.61,28.23
2402,139.178993,36.2623028,-0.1058,0.436,50.13,29.06
2403,139.220658,36.2623028,-0.07165,0.4648,49.22,28.38
2404,139.262323,36.2623028,-0.04317,0.4712,51.6,29.27
2405,139.303988,36.2623028,-0.03676,0.5093,51.04,28.04
2406,139.345653,36.2623028,-0.07895,0.5397,48.22,28.75
2407,139.387318,36.2623028,-0.0605,0.5716,50.37,28.34
2408,139.428983,36.2623028,-0.01738,0.5799,51.1,28.2
2409,139.470648,36.2623028,-0.004239,0.5901,48.6,28.95
2410,139.512313,36.2623028,0.0248,0.5867,50.29,29.37
2411,139.553978,36.2623028,0.06178,0.5971,50.65,29.25
2412,139.595643,36.2623028,0.06051,0.6179,51.13,28.79
2413,139.637308,36.2623028,0.02919,0.5848,48.89,28.52
2414,139.678973,36.2623028,0.04654,0.5925,48.92,28.83
2415,139.720638,36.2623028,0.05255,0.5853,48.94,29.08
2416,139.762303,36.2623028,0.04509,0.5704,49.32,28.79
2417,139.803968,36.2623028,0.06729,0.5445,49.94,28.83
2418,139.845633,36.2623028,0.1036,0.5437,48.49,28.16
2419,139.887298,36.2623028,0.09339,0.5207,48.94,28.77
2420,139.928963,36.2623028,0.09933,0.543,49.07,28.98
2421,139.970628,36.2623028,0.1285,0.5069,50.86,29.22
2422,140.012293,36.2623028,0.1472,0.4785,48.25,28.75
2423,140.053958,36.2623028,0.1351,0.4575,50.29,28.84
